formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C35H42O11,[M + H]+,C35H43O11+,Polyketides,0,736,Aromatic polyketides,0,368,Depsides and depsidones,0,511,Benzenoids,0,632,,,,,,,Benzenoids,0,632,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,639,281,830,13,829,685530885014602581,685521543723348333,5879,
1,C34H42O10,[M + H]+,C34H43O10+,Polyketides,0,732,Aromatic polyketides,0,307,Depsides and depsidones,0,437,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Ethers,0,823,Alkyl aryl ethers,0,505,Alkyl aryl ethers,0,505,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,611,286,830,13,831,685530896372778323,685521543769485687,5881,
1,C36H39N5O5,[M + H]+,C36H40N5O5+,Alkaloids,0,953,Tryptophan alkaloids,0,252,Pyrrole alkaloids,0,031,Organoheterocyclic compounds,0,999,Tetrapyrroles and derivatives,0,999,Porphyrins,0,872,,,Porphyrins,0,872,Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,622,302,830,13,837,685530893759726846,685521544050504110,5892,
1,C26H42O4,[M + H]+,C26H43O4+,Terpenoids,0,936,Sesterterpenoids,0,219,Cholane steroids,0,113,Lipids and lipid-like molecules,0,997,Steroids and steroid derivatives,0,783,"Bile acids, alcohols and derivatives",0,645,,,"Bile acids, alcohols and derivatives",0,645,"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Bile acids, alcohols and derivatives; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",419,316,830,13,838,685530886641992722,685521544079864243,5895,
1,C27H46O5,[M + H]+,C27H47O5+,Fatty acids,0,500,Cyclic polyketides,0,096,Scalarane sesterterpenoids,0,090,Lipids and lipid-like molecules,0,975,Fatty Acyls,0,934,Fatty acid esters,0,908,Fatty acid methyl esters,0,947,Fatty acid methyl esters,0,947,Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,451,342,830,13,838,685530905189205660,685521544109224376,5896,
1,C29H48O5,[M + H]+,C29H49O5+,Fatty acids,0,444,Cyclic polyketides,0,151,3-Spirotetramic acids,0,065,Lipids and lipid-like molecules,0,921,Fatty Acyls,0,830,Fatty acid esters,0,795,Fatty acid methyl esters,0,808,Fatty acid methyl esters,0,808,Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,477,358,830,13,838,685530903792502335,685521544142778813,5897,
1,C37H66O4,[M + H]+,C37H67O4+,Fatty acids,1,000,Glycerolipids,1,000,Diacylglycerols,1,000,Lipids and lipid-like molecules,0,990,Glycerolipids,0,998,Diradylglycerols,0,996,Diacylglycerols,0,998,"1,2-diacylglycerols",0,988,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",575,504,830,13,839,685530922633317446,685521544172138946,5898,
1,C45H71N3O5,[M + H]+,C45H72N3O5+,Fatty acids,1,000,Spingolipids,1,000,Ceramides,0,998,Lipids and lipid-like molecules,0,992,Sphingolipids,0,991,Ceramides,0,989,,,Ceramides,0,989,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,734,541,831,13,842,685530922700426326,685521544297968086,5902,
1,C29H49N5O3,[M + H]+,C29H50N5O3+,Alkaloids,0,475,Oligopeptides,0,183,Open-chain polyketides,0,067,Organic acids and derivatives,0,840,Carboxylic acids and derivatives,0,804,"Amino acids, peptides, and analogues",0,625,Amino acids and derivatives,0,617,Amino acids and derivatives,0,617,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",516,390,831,13,844,685530931802066708,685521543991783844,5890,
1,C25H43N5O,[M + H]+,C25H44N5O+,Alkaloids,0,899,Nicotinic acid alkaloids,0,536,Pyridine alkaloids,0,537,Organoheterocyclic compounds,0,940,Heteroaromatic compounds,0,910,,,,,Heteroaromatic compounds,0,910,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,430,353,831,13,846,685530932145999795,685521544201499079,5899,
1,C24H35FN4O,[M + H]+,C24H36FN4O+,Alkaloids,0,844,Pseudoalkaloids (transamidation),0,220,Tropane alkaloids,0,529,Organohalogen compounds,0,998,Aryl halides,0,497,Aryl fluorides,0,520,,,Aryl fluorides,0,520,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Benzenoids; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,415,288,831,13,848,685530935614691195,685521544327328219,5903,
1,C26H45N5O,[M + H]+,C26H46N5O+,Alkaloids,0,533,Histidine alkaloids,0,234,Imidazole alkaloids,0,236,Lipids and lipid-like molecules,0,731,Fatty Acyls,0,664,Fatty amides,0,700,,,Fatty amides,0,700,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,444,369,831,13,849,685530931269389724,685521543962423711,5889,
1,C47H60O,[M + Na]+,C47H60NaO+,Terpenoids,0,924,Carotenoids (C40),0,796,Selaginellins,0,088,Benzenoids,0,987,Benzene and substituted derivatives,0,689,Phenylpropanes,0,520,,,Phenylpropanes,0,520,Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,663,453,831,13,855,685530944259152534,685521544360882656,5904,
1,C22H34O4,[M + H]+,C22H35O4+,Terpenoids,0,565,Diterpenoids,0,264,Labdane diterpenoids,0,034,Lipids and lipid-like molecules,0,876,Prenol lipids,0,611,,,,,Prenol lipids,0,611,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,363,256,832,13,860,685530942124251526,685521544390242789,5905,
1,C15H34NO4,[M + Na]+,C15H34NNaO4+,Fatty acids,0,744,Linear polyketides,0,241,Open-chain polyketides,0,116,Organic acids and derivatives,0,996,Carboxylic acids and derivatives,0,984,"Amino acids, peptides, and analogues",0,548,Amino acids and derivatives,0,539,Alpha amino acids and derivatives,0,507,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",315,235,832,13,869,685530946926729961,685521544419602922,5906,
1,C11H14N2,[M + H]+,C11H15N2+,Alkaloids,0,938,Pseudoalkaloids (transamidation),0,112,Simple indole alkaloids,0,177,Benzenoids,0,994,Benzene and substituted derivatives,0,902,,,,,Benzene and substituted derivatives,0,902,Organic compounds; Amidines; Organonitrogen compounds; Carboxamidines; Benzene and substituted derivatives; Benzenoids; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,175,123,832,13,875,685530940241008584,685521544482517492,5908,
1,C18H34O2,[M + H]+,C18H35O2+,Fatty acids,0,999,Fatty Acids and Conjugates,0,964,Unsaturated fatty acids,0,724,Lipids and lipid-like molecules,0,963,Fatty Acyls,0,958,Fatty acids and conjugates,0,920,Long-chain fatty acids,0,871,Long-chain fatty acids,0,871,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,283,263,833,13,891,685530941365082413,685521544516071929,5909,
1,C19H32O2,[M + H]+,C19H33O2+,Fatty acids,1,000,Fatty Acids and Conjugates,0,874,Unsaturated fatty acids,0,717,Lipids and lipid-like molecules,0,998,Fatty Acyls,0,998,Lineolic acids and derivatives,0,678,,,Lineolic acids and derivatives,0,678,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,293,248,834,13,901,685530943063775770,685521544578986499,5911,
1,C29H48O5,[M + H]+,C29H49O5+,Polyketides,0,511,Cyclic polyketides,0,200,3-Spirotetramic acids,0,077,Lipids and lipid-like molecules,0,922,Fatty Acyls,0,843,Fatty acid esters,0,805,Fatty acid methyl esters,0,751,Fatty acid methyl esters,0,751,Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,477,358,834,13,903,685530952563875186,685521544545432062,5910,
1,C20H35NO,[M + H]+,C20H36NO+,Alkaloids,0,961,Nicotinic acid alkaloids,0,954,Pyridine alkaloids,0,954,Organoheterocyclic compounds,0,977,Pyridines and derivatives,0,618,,,,,Pyridines and derivatives,0,618,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,306,279,834,13,904,685530951624350839,685521544608346632,5912,
1,C26H46O16,[M + Na]+,C26H46NaO16+,Terpenoids,0,805,Monoterpenoids,0,606,Iridoids monoterpenoids,0,334,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,576,,,Carbohydrates and carbohydrate conjugates,0,576,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,637,266,836,13,935,685530980162398714,685521544734175772,5916,
1,C22H43NO,[M + H]+,C22H44NO+,Fatty acids,1,000,Fatty amides,1,000,Primary amides,1,000,Lipids and lipid-like molecules,0,896,Fatty Acyls,0,907,Fatty amides,0,895,,,Fatty amides,0,895,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,338,342,836,13,935,685530959048269614,685521544792896038,5918,
1,C28H34NO,[M + H]+,C28H35NO+,Terpenoids,0,869,Tryptophan alkaloids,0,257,Indole-Diterpenoid alkaloids (Penitrems),0,283,Benzenoids,0,945,Naphthalenes,0,557,,,,,Naphthalenes,0,557,Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Prenol lipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,401,272,837,13,942,685530962009448409,685521544763535905,5917,
1,C34H42O10,[M + H]+,C34H43O10+,Polyketides,0,856,Aromatic polyketides,0,601,Depsides and depsidones,0,772,Benzenoids,0,816,,,,,,,Benzenoids,0,816,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,611,286,837,13,947,685530968347043430,685521544855810608,5921,
1,C45H76O11,[M + H]+,C45H77O11+,Fatty acids,0,724,Glycerolipids,0,599,Fatty acyl glycosides of mono- and disaccharides,0,177,Lipids and lipid-like molecules,0,971,Fatty Acyls,0,843,Fatty acyl glycosides,0,589,Fatty acyl glycosides of mono- and disaccharides,0,549,Fatty acyl glycosides of mono- and disaccharides,0,549,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,793,543,837,13,958,685530958637227717,685521544973251140,5925,
1,C37H66O5,[M + H]+,C37H67O5+,Fatty acids,1,000,Glycerolipids,1,000,Diacylglycerols,1,000,Lipids and lipid-like molecules,0,996,Glycerolipids,0,998,Diradylglycerols,0,995,Diacylglycerols,0,998,"1,2-diacylglycerols",0,991,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",591,498,838,13,965,685530973904496792,685521544914530874,5923,
1,C47H60O,[M + Na]+,C47H60NaO+,Terpenoids,0,937,Carotenoids (C40),0,831,Selaginellins,0,123,Benzenoids,0,989,Benzene and substituted derivatives,0,689,,,,,Benzene and substituted derivatives,0,689,Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,663,453,839,13,989,685530971572463688,685521545006805577,5926,
1,C23H36O4,[M + H]+,C23H37O4+,Terpenoids,0,439,Diterpenoids,0,216,Prenyl quinone meroterpenoids,0,105,Lipids and lipid-like molecules,0,934,Fatty Acyls,0,797,Fatty acid esters,0,735,,,Fatty acid esters,0,735,Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,377,269,840,13,993,685530971593435219,685521545036165710,5927,
1,C26H45NO5,[M + H]+,C26H46NO5+,Alkaloids,0,752,Pseudoalkaloids (transamidation),0,800,Steroidal alkaloids,0,225,Lipids and lipid-like molecules,0,750,Steroids and steroid derivatives,0,553,,,,,Steroids and steroid derivatives,0,553,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,452,337,843,14,048,685530979424201150,685521545094885976,5930,
1,C35H42O11,[M + H]+,C35H43O11+,Polyketides,0,719,Meroterpenoids,0,215,Tetraketide meroterpenoids,0,549,Benzenoids,0,711,,,,,,,Benzenoids,0,711,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,639,281,843,14,053,685530993617726624,685521545065525843,5929,
1,C35H67NO10,[M + H]+,C35H68NO10+,Fatty acids,0,980,Spingolipids,0,991,Neutral glycosphingolipids,0,966,Lipids and lipid-like molecules,0,968,Sphingolipids,0,662,Glycosphingolipids,0,704,,,Glycosphingolipids,0,704,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,662,484,844,14,065,685530980988676682,685521545128440413,5931,
1,C26H51NO5,[M + H]+,C26H52NO5+,Fatty acids,0,997,Spingolipids,0,889,Sphingoid bases,0,295,Lipids and lipid-like molecules,0,972,Fatty Acyls,0,951,Fatty amides,0,851,N-acyl amines,0,853,N-acyl amines,0,853,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,458,384,844,14,067,685530992460098703,685521545157800546,5932,
1,C29H50O6,[M + H]+,C29H51O6+,Polyketides,0,881,Linear polyketides,0,796,Acetogenins,0,198,Lipids and lipid-like molecules,0,904,Fatty Acyls,0,916,Fatty alcohols,0,756,,,Fatty alcohols,0,756,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,495,368,845,14,090,685531005059788899,685521545182966375,5933,
1,C24H35FN4O,[M + H]+,C24H36FN4O+,Alkaloids,0,668,Tryptophan alkaloids,0,099,Tropane alkaloids,0,236,Organic acids and derivatives,0,854,Carboxylic acids and derivatives,0,842,"Amino acids, peptides, and analogues",0,515,Amino acids and derivatives,0,515,Amino acids and derivatives,0,515,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",415,288,847,14,110,685531002815836104,685521545279435382,5936,
1,C21H44O4,[M + H]+,C21H45O4+,Fatty acids,0,998,Fatty acyls,0,996,Fatty alcohols,0,998,Lipids and lipid-like molecules,0,905,Fatty Acyls,0,779,Fatty alcohols,0,859,Long-chain fatty alcohols,0,756,Long-chain fatty alcohols,0,756,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,361,331,847,14,110,685531005642797298,685521545216520812,5934,
1,C8H10N4O,[M + H]+,C8H11N4O+,Alkaloids,0,916,Histidine alkaloids,0,615,Imidazole alkaloids,0,612,Organoheterocyclic compounds,0,999,Diazines,0,596,Pyrimidines and pyrimidine derivatives,0,599,,,Pyrimidines and pyrimidine derivatives,0,599,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,179,093,847,14,115,685531025410561887,685521545312989819,5937,
1,C35H42O10,[M + H]+,C35H43O10+,Polyketides,0,889,Meroterpenoids,0,512,Tetraketide meroterpenoids,0,719,Benzenoids,0,769,,,,,,,Benzenoids,0,769,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,623,286,847,14,121,685531025574139879,685521545342349952,5938,
1,C12H21BClNO4Si,[M + K]+,C12H21BClKNO4Si+,Amino acids and Peptides,0,496,Small peptides,0,308,Aminoacids,0,094,Organic acids and derivatives,0,981,Carboxylic acids and derivatives,0,874,"Amino acids, peptides, and analogues",0,689,Amino acids and derivatives,0,691,Amino acids and derivatives,0,691,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Boronic acid derivatives; Carboxylic acid derivatives; Chlorobenzenes; Organometalloid compounds; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",355,070,849,14,153,685531033526541489,685521545405264522,5940,
